3.00966e-131,2.25239e-127,1.40806e-123,7.35508e-120,3.21536e-116,1.18267e-112,3.72053e-109,1.04756e-105,2.91404e-102,9.0143e-99,3.11451e-95,1.07044e-91,3.30518e-88,8.73954e-85,1.94474e-81,3.62081e-78,5.63038e-75,7.30881e-72,7.91989e-69,7.16512e-66,5.41353e-63,3.41713e-60,1.80302e-57,7.95806e-55,2.94099e-52,9.11159e-50,2.37023e-47,5.18717e-45,9.57277e-43,1.49378e-40,1.97674e-38,2.2248e-36,2.13513e-34,1.75047e-32,1.22697e-30,7.35024e-29,3.75768e-27,1.63559e-25,6.04424e-24,1.89076e-22,4.99272e-21,1.1101e-19,2.07391e-18,3.25004e-17,4.26655e-16,4.68734e-15,4.30675e-14,3.30844e-13,2.12553e-12,1.14356e-11,5.17044e-11,1.9809e-10,6.5479e-10,1.93574e-09,5.43299e-09,1.55384e-08,4.73805e-08,1.54205e-07,5.21861e-07,1.76229e-06,5.64776e-06,1.64196e-05,4.20338e-05,9.34542e-05,0.000180379,0.000305706,0.000465215,0.000654515,0.000873125,0.00111418,0.00134829,0.0015263,0.00160954,0.00160326,0.00156156,0.00155821,0.00164486,0.00182234,0.00203707,0.00220337,0.00224566,0.0021435,0.00195252,0.0017813,0.00173058,0.00183104,0.00202517,0.00220766,0.00229064,0.00224706,0.00211866,0.00199865,0.00198907,0.00213276,0.00236037,0.00251579,0.00246211,0.0021805,0.00177692,0.00140715
6.8781e-127,4.48564e-123,2.44379e-119,1.11218e-115,4.23073e-112,1.34845e-108,3.62939e-105,8.44464e-102,1.80586e-98,3.98311e-95,9.96641e-92,2.69697e-88,6.97306e-85,1.58578e-81,3.0637e-78,4.96778e-75,6.73417e-72,7.62244e-69,7.20235e-66,5.6813e-63,3.74203e-60,2.05872e-57,9.46493e-55,3.63862e-52,1.17061e-49,3.15507e-47,7.13404e-45,1.35566e-42,2.16965e-40,2.93193e-38,3.35486e-36,3.26015e-34,2.69807e-32,1.90591e-30,1.15076e-28,5.94018e-27,2.61907e-25,9.84433e-24,3.14615e-22,8.52423e-21,1.95231e-19,3.76962e-18,6.12212e-17,8.34712e-16,9.54008e-15,9.12984e-14,7.31058e-13,4.89672e-12,2.74492e-11,1.29015e-10,5.10913e-10,1.72381e-09,5.07405e-09,1.36212e-08,3.56052e-08,9.64359e-08,2.7721e-07,8.35187e-07,2.56689e-06,7.74778e-06,2.19385e-05,5.5984e-05,0.000125512,0.000244688,0.000416029,0.000626378,0.000857319,0.0011003,0.0013546,0.00160587,0.00181367,0.00193169,0.0019463,0.00189752,0.00186424,0.00192328,0.00210584,0.00237378,0.002631,0.00276988,0.00273185,0.00254693,0.0023239,0.00219008,0.00221488,0.00236971,0.00255319,0.00265772,0.00262774,0.00248392,0.00231576,0.00224113,0.00233175,0.00254361,0.00272335,0.00271021,0.0024536,0.00204274,0.00163636,0.00137004
1.30941e-122,7.44039e-119,3.5325e-115,1.401e-111,4.64203e-108,1.28627e-104,2.99142e-101,5.90614e-98,1.02315e-94,1.68438e-91,2.98206e-88,5.9978e-85,1.25217e-81,2.41319e-78,4.02727e-75,5.67783e-72,6.70612e-69,6.61795e-66,5.45266e-63,3.75035e-60,2.15363e-57,1.03281e-54,4.13803e-52,1.38585e-49,3.8824e-47,9.10656e-45,1.79064e-42,2.95626e-40,4.10583e-38,4.80842e-36,4.76123e-34,3.99781e-32,2.85482e-30,1.73823e-28,9.041e-27,4.02044e-25,1.52802e-23,4.95625e-22,1.3688e-20,3.20969e-19,6.37155e-18,1.06772e-16,1.50668e-15,1.78658e-14,1.77719e-13,1.4812e-12,1.03352e-11,6.03603e-11,2.95288e-10,1.21327e-09,4.21471e-09,1.25654e-08,3.31468e-08,8.15686e-08,2.00184e-07,5.13492e-07,1.38218e-06,3.82811e-06,1.0635e-05,2.8611e-05,7.14739e-05,0.000160011,0.000314262,0.000537885,0.000807787,0.00108572,0.00134676,0.0015929,0.00183221,0.00204835,0.00220088,0.00225968,0.00224008,0.00220882,0.00225541,0.00244237,0.00276058,0.00311974,0.00338768,0.00346149,0.00332997,0.00308667,0.00287791,0.00281302,0.00289857,0.00304513,0.00313449,0.00309088,0.0029173,0.00269488,0.00254713,0.00256691,0.00273814,0.00292319,0.00295073,0.00274016,0.00235243,0.00193338,0.00161947,0.00148261
2.07683e-118,1.02801e-114,4.25286e-111,1.46991e-107,4.24391e-104,1.02387e-100,2.06734e-97,3.51235e-94,5.10456e-91,6.64232e-88,8.5453e-85,1.2231e-81,1.95454e-78,3.10492e-75,4.42942e-72,5.41064e-69,5.56183e-66,4.78373e-63,3.43655e-60,2.06104e-57,1.03194e-54,4.31427e-52,1.50657e-49,4.3964e-47,1.07275e-44,2.1905e-42,3.74717e-40,5.37745e-38,6.48515e-36,6.58667e-34,5.64822e-32,4.10098e-30,2.52859e-28,1.3277e-26,5.95025e-25,2.27926e-23,7.46436e-22,2.08803e-20,4.97959e-19,1.00979e-17,1.73612e-16,2.52335e-15,3.09215e-14,3.18739e-13,2.75865e-12,2.00189e-11,1.21703e-10,6.19769e-10,2.64688e-09,9.51549e-09,2.90577e-08,7.68865e-08,1.83198e-07,4.17372e-07,9.67223e-07,2.34284e-06,5.86394e-06,1.48443e-05,3.71402e-05,8.88583e-05,0.00019562,0.000384138,0.000661435,0.000996036,0.00132696,0.00160468,0.00182641,0.00202438,0.00221944,0.00239351,0.00250913,0.0025526,0.0025628,0.00262401,0.00282184,0.00318374,0.00364364,0.00406134,0.0042925,0.00427191,0.00405828,0.00380303,0.00365303,0.00365534,0.00373899,0.00378116,0.00369338,0.00346865,0.00318178,0.00295535,0.00289319,0.00300324,0.00317117,0.00322899,0.00307417,0.00273429,0.0023281,0.00197874,0.00176043,0.00169215
2.74491e-114,1.1833e-110,4.26474e-107,1.28446e-103,3.23184e-100,6.79301e-97,1.19349e-93,1.75699e-90,2.18443e-87,2.34826e-84,2.32127e-81,2.36841e-78,2.74191e-75,3.43093e-72,4.0994e-69,4.30704e-66,3.84401e-63,2.87939e-60,1.80317e-57,9.42939e-55,4.11657e-52,1.50047e-49,4.56744e-47,1.16154e-44,2.46912e-42,4.39039e-40,6.53618e-38,8.15706e-36,8.54685e-34,7.53327e-32,5.59861e-30,3.51776e-28,1.87418e-26,8.49149e-25,3.28025e-23,1.08243e-21,3.05378e-20,7.36347e-19,1.51535e-17,2.65541e-16,3.95111e-15,4.97729e-14,5.29342e-13,4.74103e-12,3.56877e-11,2.25431e-10,1.19393e-09,5.30193e-09,1.97764e-08,6.22838e-08,1.67674e-07,3.9603e-07,8.60225e-07,1.83168e-06,4.01925e-06,9.14794e-06,2.11549e-05,4.87328e-05,0.000109508,0.00023262,0.000451027,0.000777209,0.00117534,0.00156337,0.00186226,0.00205486,0.00219243,0.00233897,0.00251318,0.00268328,0.00280994,0.00289522,0.00300122,0.00322193,0.00362004,0.00416864,0.00474129,0.00516529,0.00531542,0.00519436,0.0049375,0.00472184,0.00464132,0.00465296,0.00463399,0.00448523,0.00419378,0.00383268,0.00352247,0.00337079,0.00340331,0.00353118,0.00360034,0.00349686,0.00321669,0.00284285,0.0024722,0.00217006,0.00197095,0.00188233
3.02378e-110,1.13489e-106,3.56261e-103,9.34867e-100,2.04982e-96,3.75459e-93,5.74566e-90,7.35329e-87,7.89895e-84,7.2042e-81,5.76686e-78,4.38959e-75,3.59556e-72,3.3455e-69,3.22887e-66,2.87533e-63,2.21682e-60,1.44378e-57,7.87764e-55,3.59148e-52,1.36713e-49,4.34478e-47,1.15297e-44,2.55559e-42,4.73354e-40,7.33107e-38,9.50139e-36,1.03159e-33,9.3957e-32,7.19123e-30,4.63508e-28,2.52224e-26,1.16204e-24,4.54612e-23,1.5145e-21,4.3062e-20,1.04649e-18,2.1743e-17,3.8589e-16,5.83906e-15,7.51333e-14,8.19722e-13,7.56114e-12,5.88099e-11,3.84857e-10,2.11554e-09,9.7597e-09,3.77997e-08,1.23226e-07,3.40582e-07,8.11436e-07,1.7233e-06,3.44785e-06,6.9169e-06,1.43672e-05,3.05502e-05,6.49427e-05,0.000135727,0.000273429,0.000515258,0.000880095,0.0013331,0.00177764,0.00210584,0.0022782,0.00235438,0.00243829,0.00259267,0.00280364,0.00301505,0.00319217,0.00336477,0.00362016,0.00404717,0.00466477,0.0053815,0.00601759,0.00639175,0.006432,0.00623005,0.00597758,0.0058214,0.00576323,0.00569024,0.00549045,0.00513953,0.00470718,0.00431239,0.00406468,0.00400432,0.00406845,0.00412324,0.00405232,0.00382565,0.00348932,0.0031066,0.0027238,0.00238127,0.00212271,0.00196699
2.77702e-106,9.07122e-103,2.47957e-99,5.66786e-96,1.08285e-92,1.72847e-89,2.3048e-86,2.56815e-83,2.39504e-80,1.87954e-77,1.26193e-74,7.58902e-72,4.51531e-69,2.99035e-66,2.2102e-63,1.62282e-60,1.06964e-57,6.03602e-55,2.8663e-52,1.1389e-49,3.77988e-47,1.0474e-44,2.42325e-42,4.68203e-40,7.55763e-38,1.01971e-35,1.15085e-33,1.08745e-31,8.61336e-30,5.72777e-28,3.20393e-26,1.51105e-24,6.02473e-23,2.03671e-21,5.85493e-20,1.43498e-18,3.00419e-17,5.37713e-16,8.22607e-15,1.07409e-13,1.19427e-12,1.12763e-11,9.01504e-11,6.08561e-10,3.46065e-09,1.65491e-08,6.64968e-08,2.2468e-07,6.40781e-07,1.55804e-06,3.30225e-06,6.36352e-06,1.1855e-05,2.25352e-05,4.41904e-05,8.73218e-05,0.000170062,0.000321955,0.000581103,0.000971789,0.00146509,0.00195945,0.00232505,0.00249667,0.00253007,0.00255785,0.0026849,0.00292205,0.00320593,0.00347157,0.00371573,0.00400971,0.00445658,0.00511879,0.00595464,0.00680207,0.00743866,0.00770724,0.00762517,0.00737253,0.00714884,0.00702319,0.00691443,0.00669978,0.00632957,0.00585587,0.00539013,0.00504376,0.00487398,0.00484771,0.00485615,0.00478586,0.00458635,0.0042715,0.00387238,0.00341203,0.00292657,0.00248454,0.00215619,0.00195436
2.12687e-102,6.04414e-99,1.43813e-95,2.8628e-92,4.76476e-89,6.62739e-86,7.70121e-83,7.47605e-80,6.06654e-77,4.125e-74,2.36898e-71,1.17661e-68,5.37647e-66,2.53762e-63,1.35928e-60,7.86485e-58,4.34271e-55,2.10795e-52,8.69106e-50,3.00743e-47,8.70071e-45,2.10211e-42,4.24032e-40,7.14232e-38,1.00486e-35,1.18138e-33,1.16132e-31,9.55315e-30,6.58312e-28,3.80542e-26,1.84846e-24,7.56094e-23,2.61092e-21,7.63292e-20,1.89474e-18,4.0049e-17,7.22467e-16,1.11392e-14,1.46837e-13,1.65346e-12,1.58751e-11,1.29624e-10,8.97535e-10,5.25522e-09,2.59559e-08,1.07948e-07,3.77776e-07,1.11405e-06,2.78358e-06,5.97469e-06,1.13436e-05,2.00509e-05,3.5149e-05,6.34951e-05,0.000117097,0.000214212,0.000381724,0.000654747,0.00105992,0.00157706,0.00210992,0.00251809,0.00271308,0.00273678,0.00273557,0.00284703,0.00310634,0.00344857,0.00378629,0.00408928,0.00441224,0.0048641,0.00554262,0.00646127,0.00749803,0.00841344,0.00896759,0.0090766,0.00887269,0.00859404,0.00839725,0.00826639,0.00808353,0.00776103,0.00730802,0.00680962,0.0063737,0.00607916,0.00593177,0.00585539,0.00574291,0.005526,0.00519297,0.0047525,0.00420953,0.00359031,0.00297318,0.00246547,0.00213152,0.00194199
1.3589e-98,3.358e-95,6.95232e-92,1.20487e-88,1.74658e-85,2.11655e-82,2.14324e-79,1.81306e-76,1.28142e-73,7.57449e-71,3.75822e-68,1.5834e-65,5.85688e-63,2.06131e-60,7.81204e-58,3.36266e-55,1.50036e-52,6.17363e-50,2.1989e-47,6.6158e-45,1.6676e-42,3.51239e-40,6.17747e-38,9.07163e-36,1.11254e-33,1.13987e-31,9.76192e-30,6.99285e-28,4.19387e-26,2.10833e-24,8.89808e-23,3.1588e-21,9.45415e-20,2.39201e-18,5.13113e-17,9.35927e-16,1.45541e-14,1.93319e-13,2.19537e-12,2.13095e-11,1.76551e-10,1.24572e-09,7.46518e-09,3.78881e-08,1.62451e-07,5.87396e-07,1.79049e-06,4.61179e-06,1.01168e-05,1.92616e-05,3.30584e-05,5.42711e-05,9.03455e-05,0.000155168,0.000268188,0.000453577,0.000740497,0.00115361,0.00168127,0.00224061,0.00269332,0.00293478,0.00298774,0.00299837,0.00312447,0.00341999,0.00381833,0.00421292,0.00455283,0.00488219,0.00531481,0.00597606,0.00693193,0.00811564,0.00929899,0.0101769,0.0105496,0.0104616,0.0101578,0.00988737,0.00973514,0.0096199,0.00941721,0.00906773,0.00860055,0.00810319,0.00767601,0.007375,0.00716954,0.00696444,0.00667334,0.00626332,0.00573442,0.0050886,0.00434517,0.00357851,0.0029114,0.00244557,0.00218845,0.00204781
7.24578e-95,1.55613e-91,2.80211e-88,4.22623e-85,5.33433e-82,5.63074e-79,4.96796e-76,3.6623e-73,2.2554e-70,1.1607e-67,4.9996e-65,1.81229e-62,5.62129e-60,1.56239e-57,4.29936e-55,1.31752e-52,4.504e-50,1.52852e-47,4.65482e-45,1.21347e-42,2.66199e-40,4.88642e-38,7.49262e-36,9.59309e-34,1.02563e-31,9.159e-30,6.83472e-28,4.26451e-26,2.22659e-24,9.73856e-23,3.57291e-21,1.10147e-19,2.85932e-18,6.26593e-17,1.16242e-15,1.83099e-14,2.45569e-13,2.81084e-12,2.74983e-11,2.30004e-10,1.6435e-09,1.0014e-08,5.19007e-08,2.28181e-07,8.489e-07,2.66806e-06,7.08539e-06,1.5959e-05,3.08335e-05,5.24296e-05,8.23053e-05,0.000127201,0.00020252,0.000330407,0.000534371,0.000837121,0.00125742,0.0017892,0.00236693,0.00286525,0.00317257,0.00329166,0.00335853,0.00354036,0.00390365,0.00437645,0.00482951,0.00519103,0.00550003,0.00588098,0.00648489,0.00742473,0.00869548,0.0101064,0.0113171,0.0120163,0.0121285,0.01186,0.0115328,0.0113545,0.0113203,0.0112896,0.0111228,0.0107631,0.0102506,0.00969613,0.00921223,0.00882999,0.00847781,0.00805202,0.00749801,0.00681841,0.00603273,0.00516641,0.00428271,0.00349639,0.00292335,0.0025993,0.00244556,0.00231915
